xd,yd,zd,x,y,z,phi,the,psi,fx
0,0,0,-0.000596042,-0.000394023,0.191289,2.17E-05,6.52E-07,0.00172682,0.004648
0,0,0,-0.000598472,-0.000392583,0.19129,-8.02E-06,1.77E-05,0.00173171,0.00784619
0,0,0,-0.00059885,-0.000394247,0.191291,-2.26E-08,-2.90E-07,0.00173733,0.00283611
0,0,0,-0.000601058,-0.000394758,0.191291,2.38E-07,-4.62E-07,0.00174065,0.00574464
0,0,0,-0.000603693,-0.000396107,0.191289,2.17E-05,6.52E-07,0.0017426,0.00468607
0,0,0,-0.000605011,-0.000395878,0.191291,-1.40E-07,-1.81E-07,0.00174981,-0.00142602
0,0,0,-0.000606502,-0.000396331,0.191291,-2.26E-08,-2.90E-07,0.00175311,0.00287451
0,0,0,-0.000608711,-0.000396841,0.191291,2.38E-07,-4.62E-07,0.00175643,0.00578285
0,0,0,-0.000611346,-0.00039819,0.191289,2.17E-05,6.52E-07,0.00175838,0.00472413
0,0,0,-0.000613777,-0.00039675,0.19129,-8.02E-06,1.77E-05,0.00176327,0.00792319
0,0,0,-0.000614155,-0.000398414,0.191291,-2.26E-08,-2.90E-07,0.00176889,0.00291292
0,0,0,-0.000616364,-0.000398925,0.191291,2.38E-07,-4.62E-07,0.00177221,0.00582106
0,0,0,-0.000618999,-0.000400274,0.191289,2.17E-05,6.52E-07,0.00177415,0.00476221
0,0,0,-0.00062143,-0.000398834,0.19129,-8.02E-06,1.77E-05,0.00177904,0.00796169
0,0,0,-0.000621809,-0.000400498,0.191291,-2.26E-08,-2.90E-07,0.00178466,0.00295133
0,0,0,-0.000624018,-0.000401009,0.191291,2.38E-07,-4.62E-07,0.00178798,0.00585928
0,0,0,-0.000626653,-0.000402358,0.191289,2.17E-05,6.52E-07,0.00178992,0.00480028
0,0,0,-0.000629085,-0.000400919,0.19129,-8.02E-06,1.77E-05,0.00179481,0.0080002
0,0,0,-0.000629464,-0.000402583,0.191291,-2.26E-08,-2.90E-07,0.00180042,0.00298974
0,0,0,-0.000631673,-0.000403093,0.191291,2.38E-07,-4.62E-07,0.00180374,0.00589749
0,0,0,-0.000634308,-0.000404442,0.191289,2.17E-05,6.52E-07,0.00180568,0.00483836
0,0,0,-0.00063674,-0.000403003,0.19129,-8.02E-06,1.77E-05,0.00181057,0.00803872
0,0,0,-0.000637119,-0.000404667,0.191291,-2.26E-08,-2.90E-07,0.00181618,0.00302815
0,0,0,-0.000639328,-0.000405178,0.191291,2.38E-07,-4.62E-07,0.0018195,0.00593572
0,0,0,-0.000641964,-0.000406527,0.191289,2.17E-05,6.52E-07,0.00182144,0.00487645
0,0,0,-0.000644396,-0.000405088,0.19129,-8.02E-06,1.77E-05,0.00182632,0.00807723
0,0,0,-0.000644764,-0.000406788,0.191281,-5.67E-08,-4.06E-06,0.0018321,0.00317923
0,0,0,-0.000646985,-0.000407263,0.191291,2.38E-07,-4.62E-07,0.00183525,0.00597395
0,0,0,-0.000649621,-0.000408612,0.191289,2.17E-05,6.52E-07,0.00183719,0.00491454
0,0,0,-0.000652053,-0.000407173,0.19129,-8.02E-06,1.77E-05,0.00184207,0.00811576
0,0,0,-0.000652433,-0.000408837,0.191291,-2.26E-08,-2.90E-07,0.00184768,0.003105
0,0,0,-0.000654642,-0.000409348,0.191291,2.38E-07,-4.62E-07,0.00185099,0.00601218
0,0,0,-0.000657278,-0.000410697,0.191289,2.17E-05,6.52E-07,0.00185293,0.00495263
0,0,0,-0.000659711,-0.000409258,0.19129,-8.02E-06,1.77E-05,0.00185781,0.00815428
0,0,0,-0.00066008,-0.000410958,0.191281,-5.67E-08,-4.06E-06,0.00186359,0.00325609
