0,0,0,0,-0,-0,0,0,-0,0
0,0,0,0,-0,-0,0,0,-0,0
0,0,0,-0.0019179,-0.00134545,0.191291,-1.36003e-07,-1.8108e-07,0.00704202,0.00522752
0,0,0,-0.0019179,-0.00134545,0.191291,-1.36003e-07,-1.8108e-07,0.00704202,0.00522752
0,0,0,-0.00191946,-0.00134594,0.191281,-5.8979e-08,-4.0333e-06,0.00704496,0.00960111
0,0,0,-0.00192242,-0.00134612,0.191291,-2.02783e-06,-6.17953e-07,0.00704799,0.0123467
0,0,0,-0.00192411,-0.00134614,0.19129,-6.44977e-06,-1.59704e-06,0.00705001,0.00843449
0,0,0,-0.00192584,-0.00134761,0.191291,-1.35981e-07,-1.81082e-07,0.00705587,0.00526744
0,0,0,-0.0019274,-0.0013481,0.191281,-5.89708e-08,-4.03326e-06,0.00705881,0.00964092
0,0,0,-0.00193036,-0.00134828,0.191291,-2.02788e-06,-6.18027e-07,0.00706183,0.0123864
0,0,0,-0.00193205,-0.0013483,0.19129,-6.44987e-06,-1.59707e-06,0.00706386,0.00847436
0,0,0,-0.00193378,-0.00134977,0.191291,-1.35959e-07,-1.81083e-07,0.00706971,0.00530736
0,0,0,-0.00193534,-0.00135025,0.191281,-5.89626e-08,-4.03323e-06,0.00707265,0.00968074
0,0,0,-0.0019387,-0.00135169,0.191289,2.16895e-05,6.50145e-07,0.00707418,0.0112948
0,0,0,-0.00193999,-0.00135045,0.19129,-6.44998e-06,-1.59709e-06,0.00707769,0.00851423
0,0,0,-0.00194172,-0.00135192,0.191291,-1.35936e-07,-1.81084e-07,0.00708355,0.00534728
0,0,0,-0.00194328,-0.00135241,0.191281,-5.89543e-08,-4.03319e-06,0.00708648,0.00972056
0,0,0,-0.00194624,-0.00135259,0.191291,-2.02797e-06,-6.18176e-07,0.0070895,0.0124658
0,0,0,-0.00194916,-0.00135244,0.19129,-8.03536e-06,1.76521e-05,0.00709238,0.0146788
0,0,0,-0.00194966,-0.00135408,0.191291,-1.35914e-07,-1.81086e-07,0.00709738,0.00538721
0,0,0,-0.00195122,-0.00135457,0.191281,-5.8946e-08,-4.03315e-06,0.00710031,0.00976039
0,0,0,-0.00195418,-0.00135474,0.191291,-2.02801e-06,-6.18251e-07,0.00710333,0.0125055
0,0,0,-0.00195587,-0.00135477,0.19129,-6.45018e-06,-1.59714e-06,0.00710535,0.00859398
0,0,0,-0.0019576,-0.00135623,0.191291,-1.35892e-07,-1.81087e-07,0.0071112,0.00542714
0,0,0,-0.00195916,-0.00135672,0.191281,-5.89377e-08,-4.03311e-06,0.00711413,0.00980022
0,0,0,-0.00196212,-0.0013569,0.191291,-2.02806e-06,-6.18325e-07,0.00711715,0.0125452
0,0,0,-0.00196381,-0.00135692,0.19129,-6.45029e-06,-1.59717e-06,0.00711917,0.00863387
0,0,0,-0.00196554,-0.00135839,0.191291,-1.3587e-07,-1.81089e-07,0.00712502,0.00546708
0,0,0,-0.00196711,-0.00135888,0.191281,-5.89293e-08,-4.03307e-06,0.00712795,0.00984006
0,0,0,-0.00197006,-0.00135906,0.191291,-2.0281e-06,-6.18399e-07,0.00713096,0.0125849
