xd,yd,zd,x,y,z
0,0,0,-0.00289879,-0.00101142,0.191291
0,0,0,-0.00290105,-0.00101194,0.191291
0,0,0,-0.00290371,-0.00101331,0.191289
0,0,0,-0.00290622,-0.0010119,0.19129
0,0,0,-0.00290667,-0.00101357,0.191291
0,0,0,-0.00290893,-0.00101409,0.191291
0,0,0,-0.00291159,-0.00101546,0.191289
0,0,0,-0.0029141,-0.00101406,0.19129
0,0,0,-0.00291455,-0.00101573,0.191291
0,0,0,-0.00291681,-0.00101625,0.191291
0,0,0,-0.00291948,-0.00101762,0.191289
0,0,0,-0.00292198,-0.00101621,0.19129
0,0,0,-0.00292244,-0.00101788,0.191291
0,0,0,-0.0029247,-0.0010184,0.191291
0,0,0,-0.00292736,-0.00101977,0.191289
0,0,0,-0.00292987,-0.00101837,0.19129
0,0,0,-0.00293032,-0.00102004,0.191291
0,0,0,-0.00293258,-0.00102056,0.191291
0,0,0,-0.00293524,-0.00102193,0.191289
0,0,0,-0.00293775,-0.00102052,0.19129
0,0,0,-0.0029382,-0.00102219,0.191291
0,0,0,-0.00294047,-0.00102271,0.191291
0,0,0,-0.00294313,-0.00102408,0.191289
0,0,0,-0.00294564,-0.00102268,0.19129
0,0,0,-0.00294609,-0.00102435,0.191291
0,0,0,-0.00294835,-0.00102487,0.191291
0,0,0,-0.00295102,-0.00102624,0.191289
0,0,0,-0.00295352,-0.00102483,0.19129
0,0,0,-0.00295398,-0.0010265,0.191291
0,0,0,-0.00295624,-0.00102702,0.191291
0,0,0,-0.0029589,-0.00102839,0.191289
0,0,0,-0.00296032,-0.0010282,0.191291
0,0,0,-0.00296186,-0.00102866,0.191291
0,0,0,-0.00296413,-0.00102918,0.191291
0,0,0,-0.00296679,-0.00103055,0.191289
0,0,0,-0.0029693,-0.00102914,0.19129
0,0,0,-0.00296975,-0.00103081,0.191291
0,0,0,-0.00297201,-0.00103133,0.191291
0,0,0,-0.00297468,-0.00103271,0.191289
0,0,0,-0.00297719,-0.0010313,0.19129
0,0,0,-0.00297764,-0.00103297,0.191291
0,0,0,-0.0029799,-0.00103349,0.191291
0,0,0,-0.00298257,-0.00103486,0.191289
0,0,0,-0.00298508,-0.00103346,0.19129
0,0,0,-0.00298553,-0.00103512,0.191291
0,0,0,-0.00298779,-0.00103565,0.191291
0,0,0,-0.00299046,-0.00103702,0.191289
0,0,0,-0.00299297,-0.00103561,0.19129
0,0,0,-0.00299342,-0.00103728,0.191291
0,0,0,-0.00299568,-0.0010378,0.191291
0,0,0,-0.00299835,-0.00103917,0.191289
0,0,0,-0.00300086,-0.00103777,0.19129
0,0,0,-0.00300131,-0.00103944,0.191291
0,0,0,-0.00300357,-0.00103996,0.191291
0,0,0,-0.00300624,-0.00104133,0.191289
0,0,0,-0.00300875,-0.00103992,0.19129
0,0,0,-0.0030092,-0.00104159,0.191291
0,0,0,-0.00301147,-0.00104211,0.191291
0,0,0,-0.00301413,-0.00104349,0.191289
0,0,0,-0.00301664,-0.00104208,0.19129
0,0,0,-0.0030171,-0.00104375,0.191291
0,0,0,-0.00301936,-0.00104427,0.191291
0,0,0,-0.00302202,-0.00104564,0.191289
0,0,0,-0.00302453,-0.00104424,0.19129
0,0,0,-0.00302499,-0.00104591,0.191291
0,0,0,-0.00302725,-0.00104643,0.191291
0,0,0,-0.00302962,-0.00104614,0.19129
0,0,0,-0.00303243,-0.00104639,0.19129
0,0,0,-0.00303288,-0.00104806,0.191291
0,0,0,-0.00303515,-0.00104858,0.191291
0,0,0,-0.00303781,-0.00104996,0.191289
0,0,0,-0.00304032,-0.00104855,0.19129
0,0,0,-0.00304078,-0.00105022,0.191291
0,0,0,-0.00304304,-0.00105074,0.191291
0,0,0,-0.00304571,-0.00105211,0.191289
0,0,0,-0.00304822,-0.00105071,0.19129
0,0,0,-0.00304867,-0.00105238,0.191291
0,0,0,-0.00305094,-0.0010529,0.191291
0,0,0,-0.0030536,-0.00105427,0.191289
0,0,0,-0.00305611,-0.00105287,0.19129
0,0,0,-0.00305657,-0.00105453,0.191291
0,0,0,-0.00305883,-0.00105506,0.191291
0,0,0,-0.0030615,-0.00105643,0.191289
0,0,0,-0.00306401,-0.00105502,0.19129
0,0,0,-0.00306447,-0.00105669,0.191291
0,0,0,-0.00306673,-0.00105721,0.191291
0,0,0,-0.0030694,-0.00105859,0.191289
0,0,0,-0.00307191,-0.00105718,0.19129
0,0,0,-0.00307236,-0.00105885,0.191291
0,0,0,-0.00307463,-0.00105937,0.191291
0,0,0,-0.00307729,-0.00106074,0.191289
0,0,0,-0.00307981,-0.00105934,0.19129
0,0,0,-0.00308026,-0.00106101,0.191291
0,0,0,-0.00308253,-0.00106153,0.191291
0,0,0,-0.00308519,-0.0010629,0.191289
0,0,0,-0.0030877,-0.0010615,0.19129
0,0,0,-0.00308816,-0.00106316,0.191291
0,0,0,-0.00309043,-0.00106369,0.191291
0,0,0,-0.00309309,-0.00106506,0.191289
0,0,0,-0.0030956,-0.00106365,0.19129
0,0,0,-0.00309606,-0.00106532,0.191291
0,0,0,-0.00309833,-0.00106585,0.191291
0,0,0,-0.00310069,-0.00106555,0.19129
0,0,0,-0.0031035,-0.00106581,0.19129
0,0,0,-0.00310396,-0.00106751,0.191281
0,0,0,-0.00310623,-0.001068,0.191291
0,0,0,-0.00310889,-0.00106938,0.191289
0,0,0,-0.00311141,-0.00106797,0.19129
0,0,0,-0.00311186,-0.00106964,0.191291
0,0,0,-0.00311413,-0.00107016,0.191291
0,0,0,-0.00311679,-0.00107153,0.191289
0,0,0,-0.00311931,-0.00107013,0.19129
0,0,0,-0.00311977,-0.0010718,0.191291
0,0,0,-0.00312203,-0.00107232,0.191291
0,0,0,-0.0031247,-0.00107369,0.191289
0,0,0,-0.00312721,-0.00107229,0.19129
0,0,0,-0.00312767,-0.00107399,0.191281
0,0,0,-0.00312993,-0.00107448,0.191291
0,0,0,-0.0031326,-0.00107585,0.191289
0,0,0,-0.00313511,-0.00107445,0.19129
0,0,0,-0.00313557,-0.00107612,0.191291
0,0,0,-0.00313784,-0.00107664,0.191291
0,0,0,-0.0031405,-0.00107801,0.191289
0,0,0,-0.00314302,-0.00107661,0.19129
0,0,0,-0.00314348,-0.00107828,0.191291
0,0,0,-0.00314643,-0.00107848,0.191291
0,0,0,-0.00314841,-0.00108017,0.191289
0,0,0,-0.00315092,-0.00107877,0.19129
0,0,0,-0.00315138,-0.00108044,0.191291
0,0,0,-0.00315365,-0.00108096,0.191291
0,0,0,-0.00315631,-0.00108233,0.191289
0,0,0,-0.00315883,-0.00108093,0.19129
0,0,0,-0.00315929,-0.0010826,0.191291
0,0,0,-0.00316155,-0.00108312,0.191291
0,0,0,-0.00316422,-0.00108449,0.191289
0,0,0,-0.00316673,-0.00108309,0.19129
0,0,0,-0.00316719,-0.00108476,0.191291
0,0,0,-0.00316946,-0.00108528,0.191291
0,0,0,-0.00317213,-0.00108665,0.191289
0,0,0,-0.00317464,-0.00108525,0.19129
0,0,0,-0.0031751,-0.00108692,0.191291
0,0,0,-0.00317737,-0.00108744,0.191291
0,0,0,-0.00318003,-0.00108881,0.191289
0,0,0,-0.00318255,-0.00108741,0.19129
0,0,0,-0.00318301,-0.00108908,0.191291
0,0,0,-0.00318528,-0.0010896,0.191291
0,0,0,-0.00318794,-0.00109097,0.191289
0,0,0,-0.00319046,-0.00108957,0.19129
0,0,0,-0.00319092,-0.00109124,0.191291
0,0,0,-0.00319319,-0.00109176,0.191291
0,0,0,-0.00319585,-0.00109313,0.191289
0,0,0,-0.00319837,-0.00109173,0.19129
0,0,0,-0.00319883,-0.0010934,0.191291
0,0,0,-0.00320109,-0.00109392,0.191291
0,0,0,-0.00320376,-0.00109529,0.191289
0,0,0,-0.00320628,-0.00109389,0.19129
0,0,0,-0.00320674,-0.00109556,0.191291
0,0,0,-0.00320901,-0.00109608,0.191291
0,0,0,-0.00321167,-0.00109745,0.191289
0,0,0,-0.00321419,-0.00109605,0.19129
0,0,0,-0.00321465,-0.00109775,0.191281
0,0,0,-0.00321692,-0.00109824,0.191291
0,0,0,-0.00321959,-0.00109961,0.191289
0,0,0,-0.0032221,-0.00109821,0.19129
0,0,0,-0.00322256,-0.00109988,0.191291
0,0,0,-0.00322483,-0.0011004,0.191291
0,0,0,-0.0032275,-0.00110177,0.191289
0,0,0,-0.00323001,-0.00110037,0.19129
0,0,0,-0.00323048,-0.00110204,0.191291
0,0,0,-0.00323274,-0.00110256,0.191291
0,0,0,-0.00323541,-0.00110393,0.191289
0,0,0,-0.00323793,-0.00110253,0.19129
0,0,0,-0.00323839,-0.0011042,0.191291
0,0,0,-0.00324066,-0.00110472,0.191291
0,0,0,-0.00324332,-0.00110609,0.191289
0,0,0,-0.00324584,-0.00110469,0.19129
0,0,0,-0.0032463,-0.00110636,0.191291
0,0,0,-0.00324857,-0.00110688,0.191291
0,0,0,-0.00325124,-0.00110826,0.191289
0,0,0,-0.00325376,-0.00110685,0.19129
0,0,0,-0.00325422,-0.00110852,0.191291
0,0,0,-0.00325717,-0.00110873,0.191291
0,0,0,-0.00325916,-0.00111042,0.191289
0,0,0,-0.00326167,-0.00110901,0.19129
0,0,0,-0.00326214,-0.00111068,0.191291
0,0,0,-0.0032644,-0.0011112,0.191291
0,0,0,-0.00326707,-0.00111258,0.191289
0,0,0,-0.00326959,-0.00111118,0.19129
0,0,0,-0.00327005,-0.00111284,0.191291
0,0,0,-0.00327232,-0.00111337,0.191291
0,0,0,-0.00327499,-0.00111474,0.191289
0,0,0,-0.00327641,-0.00111454,0.191291
0,0,0,-0.00327797,-0.001115,0.191291
0,0,0,-0.00328024,-0.00111553,0.191291
0,0,0,-0.00328291,-0.0011169,0.191289
0,0,0,-0.00328543,-0.0011155,0.19129
0,0,0,-0.00328589,-0.00111717,0.191291
0,0,0,-0.00328816,-0.00111769,0.191291
0,0,0,-0.00329083,-0.00111906,0.191289
0,0,0,-0.00329334,-0.00111766,0.19129
0,0,0,-0.00329381,-0.00111936,0.191281
0,0,0,-0.00329608,-0.00111985,0.191291
0,0,0,-0.00329875,-0.00112122,0.191289
0,0,0,-0.00330017,-0.00112103,0.191291
0,0,0,-0.00330173,-0.00112149,0.191291
0,0,0,-0.003304,-0.00112201,0.191291
0,0,0,-0.00330667,-0.00112338,0.191289
0,0,0,-0.00330809,-0.00112319,0.191291
0,0,0,-0.00330965,-0.00112365,0.191291
0,0,0,-0.00331192,-0.00112417,0.191291
0,0,0,-0.00331459,-0.00112555,0.191289
0,0,0,-0.00331711,-0.00112414,0.19129
0,0,0,-0.00331757,-0.00112581,0.191291
0,0,0,-0.00331984,-0.00112634,0.191291
0,0,0,-0.00332251,-0.00112771,0.191289
0,0,0,-0.00332503,-0.00112631,0.19129
0,0,0,-0.00332549,-0.00112797,0.191291
0,0,0,-0.00332776,-0.0011285,0.191291
0,0,0,-0.00333043,-0.00112987,0.191289
0,0,0,-0.00333295,-0.00112847,0.19129
0,0,0,-0.00333342,-0.00113014,0.191291
0,0,0,-0.00333569,-0.00113066,0.191291
0,0,0,-0.00333836,-0.00113203,0.191289
0,0,0,-0.00334088,-0.00113063,0.19129
0,0,0,-0.00334134,-0.0011323,0.191291
0,0,0,-0.00334361,-0.00113282,0.191291
0,0,0,-0.00334628,-0.00113419,0.191289
0,0,0,-0.0033488,-0.00113279,0.19129
0,0,0,-0.00334927,-0.00113446,0.191291
0,0,0,-0.00335154,-0.00113498,0.191291
0,0,0,-0.00335421,-0.00113636,0.191289
0,0,0,-0.00335673,-0.00113495,0.19129
0,0,0,-0.00335719,-0.00113662,0.191291
0,0,0,-0.00335946,-0.00113714,0.191291
0,0,0,-0.00336213,-0.00113852,0.191289
0,0,0,-0.00336465,-0.00113712,0.19129
0,0,0,-0.00336512,-0.00113878,0.191291
0,0,0,-0.00336739,-0.00113931,0.191291
0,0,0,-0.00337006,-0.00114068,0.191289
0,0,0,-0.00337258,-0.00113928,0.19129
0,0,0,-0.00337305,-0.00114095,0.191291
0,0,0,-0.00337532,-0.00114147,0.191291
0,0,0,-0.00337769,-0.00114118,0.19129
0,0,0,-0.00338051,-0.00114144,0.19129
0,0,0,-0.00338098,-0.00114311,0.191291
0,0,0,-0.00338325,-0.00114363,0.191291
0,0,0,-0.00338592,-0.001145,0.191289
0,0,0,-0.00338844,-0.0011436,0.19129
0,0,0,-0.0033889,-0.00114527,0.191291
0,0,0,-0.00339118,-0.00114579,0.191291
0,0,0,-0.00339385,-0.00114717,0.191289
0,0,0,-0.00339528,-0.00114697,0.191291
0,0,0,-0.00339683,-0.00114743,0.191291
0,0,0,-0.00339911,-0.00114795,0.191291
0,0,0,-0.00340178,-0.00114933,0.191289
0,0,0,-0.0034043,-0.00114793,0.19129
0,0,0,-0.00340477,-0.00114959,0.191291
0,0,0,-0.00340704,-0.00115012,0.191291
0,0,0,-0.00340971,-0.00115149,0.191289
0,0,0,-0.00341223,-0.00115009,0.19129
0,0,0,-0.0034127,-0.00115176,0.191291
0,0,0,-0.00341497,-0.00115228,0.191291
0,0,0,-0.00341764,-0.00115365,0.191289
0,0,0,-0.00342016,-0.00115225,0.19129
0,0,0,-0.00342063,-0.00115392,0.191291
0,0,0,-0.0034229,-0.00115444,0.191291
0,0,0,-0.00342557,-0.00115581,0.191289
0,0,0,-0.0034281,-0.00115441,0.19129
0,0,0,-0.00342856,-0.00115608,0.191291
0,0,0,-0.00343083,-0.0011566,0.191291
0,0,0,-0.00343351,-0.00115798,0.191289
0,0,0,-0.00343603,-0.00115658,0.19129
0,0,0,-0.0034365,-0.00115824,0.191291
0,0,0,-0.00343877,-0.00115877,0.191291
0,0,0,-0.00344144,-0.00116014,0.191289
0,0,0,-0.00344273,-0.00115891,0.19129
0,0,0,-0.00344443,-0.00116041,0.191291
0,0,0,-0.0034467,-0.00116093,0.191291
0,0,0,-0.00344938,-0.0011623,0.191289
0,0,0,-0.0034519,-0.0011609,0.19129
0,0,0,-0.00345237,-0.00116257,0.191291
0,0,0,-0.00345464,-0.00116309,0.191291
0,0,0,-0.00345731,-0.00116446,0.191289
0,0,0,-0.00345984,-0.00116306,0.19129
0,0,0,-0.00346031,-0.00116473,0.191291
0,0,0,-0.00346258,-0.00116525,0.191291
0,0,0,-0.00346525,-0.00116663,0.191289
0,0,0,-0.00346777,-0.00116523,0.19129
0,0,0,-0.00346824,-0.00116689,0.191291
0,0,0,-0.00347052,-0.00116742,0.191291
0,0,0,-0.00347319,-0.00116879,0.191289
0,0,0,-0.00347571,-0.00116739,0.19129
0,0,0,-0.00347618,-0.00116906,0.191291
0,0,0,-0.00347845,-0.00116958,0.191291
0,0,0,-0.00348113,-0.00117095,0.191289
0,0,0,-0.00348365,-0.00116955,0.19129
0,0,0,-0.00348412,-0.00117122,0.191291
0,0,0,-0.00348639,-0.00117174,0.191291
0,0,0,-0.00348907,-0.00117311,0.191289
