0,0,0,0,-0,-0,0,0,-0,0
0,0,0,0,-0,-0,0,0,-0,0
0,0,0,-0.000605947,-0.000313638,0.191291,2.38005e-07,-4.62447e-07,0.00158962,0.00576931
0,0,0,-0.000605947,-0.000313638,0.191291,2.38005e-07,-4.62447e-07,0.00158962,0.00576931
0,0,0,-0.000608581,-0.000314985,0.191289,2.17123e-05,6.51848e-07,0.00159158,0.00471211
0,0,0,-0.000611009,-0.000313542,0.19129,-8.02121e-06,1.76726e-05,0.00159648,0.00790664
0,0,0,-0.000611384,-0.000315204,0.191291,-2.25614e-08,-2.90404e-07,0.00160212,0.00289779
0,0,0,-0.00061359,-0.000315712,0.191291,2.37995e-07,-4.62428e-07,0.00160545,0.00580747
0,0,0,-0.000616224,-0.000317058,0.191289,2.17122e-05,6.51842e-07,0.00160741,0.00475013
0,0,0,-0.000618652,-0.000315615,0.19129,-8.02125e-06,1.76725e-05,0.00161231,0.00794509
0,0,0,-0.000619028,-0.000317278,0.191291,-2.25631e-08,-2.90353e-07,0.00161795,0.00293615
0,0,0,-0.000621234,-0.000317786,0.191291,2.37986e-07,-4.62409e-07,0.00162128,0.00584563
0,0,0,-0.000623868,-0.000319133,0.191289,2.17121e-05,6.51835e-07,0.00162323,0.00478815
0,0,0,-0.000626296,-0.00031769,0.19129,-8.0213e-06,1.76725e-05,0.00162814,0.00798355
0,0,0,-0.000626673,-0.000319352,0.191291,-2.25647e-08,-2.90303e-07,0.00163377,0.00297451
0,0,0,-0.000628879,-0.000319861,0.191291,2.37976e-07,-4.6239e-07,0.0016371,0.0058838
0,0,0,-0.000631513,-0.000321207,0.191289,2.1712e-05,6.51828e-07,0.00163906,0.00482618
0,0,0,-0.000632828,-0.000320975,0.191291,-1.40324e-07,-1.80481e-07,0.00164628,-0.00128842
0,0,0,-0.000634318,-0.000321427,0.191291,-2.25664e-08,-2.90252e-07,0.00164959,0.00301288
0,0,0,-0.000636525,-0.000321935,0.191291,2.37966e-07,-4.6237e-07,0.00165292,0.00592197
0,0,0,-0.000639159,-0.000323282,0.191289,2.1712e-05,6.51822e-07,0.00165487,0.00486422
0,0,0,-0.000641588,-0.000321839,0.19129,-8.02139e-06,1.76724e-05,0.00165977,0.00806048
0,0,0,-0.000641964,-0.000323501,0.191291,-2.25681e-08,-2.90202e-07,0.0016654,0.00305125
0,0,0,-0.000644171,-0.00032401,0.191291,2.37957e-07,-4.62351e-07,0.00166873,0.00596015
0,0,0,-0.000646492,-0.000323688,0.19129,-6.40615e-06,-1.58497e-06,0.00167151,0.00197839
0,0,0,-0.000649234,-0.000323914,0.19129,-8.02144e-06,1.76723e-05,0.00167558,0.00809895
0,0,0,-0.000649611,-0.000325576,0.191291,-2.25698e-08,-2.90151e-07,0.00168121,0.00308962
0,0,0,-0.000651819,-0.000326085,0.191291,2.37947e-07,-4.62332e-07,0.00168454,0.00599833
0,0,0,-0.000654453,-0.000327432,0.191289,2.17118e-05,6.51808e-07,0.00168649,0.0049403
0,0,0,-0.000656882,-0.000325989,0.19129,-8.02148e-06,1.76723e-05,0.00169139,0.00813743
0,0,0,-0.000657259,-0.000327652,0.191291,-2.25715e-08,-2.90101e-07,0.00169701,0.003128
