xd,yd,zd,x,y,z,phi,the,psi,fx
0,0,0,-0.00284626,-0.00092187,0.19129,-8.03E-06,1.77E-05,0.00593201,
0,0,0,-0.00284671,-0.000923538,0.191291,-2.27E-08,-2.77E-07,0.00593721,
0,0,0,-0.00284897,-0.000924058,0.191291,2.35E-07,-4.57E-07,0.00594018,
0,0,0,-0.00285163,-0.000925426,0.191289,2.17E-05,6.50E-07,0.0059418,
0,0,0,-0.00285413,-0.000924017,0.19129,-8.03E-06,1.77E-05,0.00594629,
0,0,0,-0.00285458,-0.000925684,0.191291,-2.27E-08,-2.76E-07,0.00595149,
0,0,0,-0.00285684,-0.000926205,0.191291,2.35E-07,-4.57E-07,0.00595446,
0,0,0,-0.00285951,-0.000927573,0.191289,2.17E-05,6.50E-07,0.00595608,
0,0,0,-0.00286201,-0.000926164,0.19129,-8.03E-06,1.77E-05,0.00596057,
0,0,0,-0.00286246,-0.000927831,0.191291,-2.27E-08,-2.76E-07,0.00596577,
0,0,0,-0.00286472,-0.000928352,0.191291,2.35E-07,-4.57E-07,0.00596873,
0,0,0,-0.00286738,-0.00092972,0.191289,2.17E-05,6.50E-07,0.00597036,
0,0,0,-0.00286879,-0.000929518,0.191291,-1.39E-07,-1.81E-07,0.00597709,
0,0,0,-0.00287034,-0.000929978,0.191291,-2.27E-08,-2.76E-07,0.00598004,
0,0,0,-0.0028726,-0.000930499,0.191291,2.35E-07,-4.57E-07,0.005983,
