xd,yd,zd,x,y,z,phi,the,psi
0,0,0,-0.00668126,-0.00193442,0.191281,-4.51E-08,-4.03E-06,0.0121026
0,0,0,-0.00668359,-0.00193492,0.191291,2.33E-07,-4.53E-07,0.012105
0,0,0,-0.00668631,-0.00193629,0.191289,2.16E-05,6.52E-07,0.012106
0,0,0,-0.00668893,-0.00193491,0.19129,-8.04E-06,1.76E-05,0.0121099
0,0,0,-0.00668949,-0.00193657,0.191291,-1.22E-08,-2.74E-07,0.0121144
0,0,0,-0.00669183,-0.0019371,0.191291,2.33E-07,-4.53E-07,0.0121168
0,0,0,-0.00669455,-0.00193847,0.191289,2.16E-05,6.52E-07,0.0121179
0,0,0,-0.00669717,-0.00193709,0.19129,-8.04E-06,1.76E-05,0.0121217
0,0,0,-0.00669773,-0.00193875,0.191291,-1.22E-08,-2.74E-07,0.0121263
0,0,0,-0.00670007,-0.00193928,0.191291,2.33E-07,-4.53E-07,0.0121287
0,0,0,-0.0067028,-0.00194065,0.191289,2.16E-05,6.52E-07,0.0121298
0,0,0,-0.00670541,-0.00193927,0.19129,-8.04E-06,1.76E-05,0.0121336
0,0,0,-0.00670597,-0.00194093,0.191291,-1.22E-08,-2.74E-07,0.0121381
0,0,0,-0.00670832,-0.00194146,0.191291,2.33E-07,-4.53E-07,0.0121405
0,0,0,-0.00671104,-0.00194283,0.191289,2.16E-05,6.52E-07,0.0121416
0,0,0,-0.00671366,-0.00194145,0.19129,-8.04E-06,1.76E-05,0.0121454
0,0,0,-0.00671422,-0.00194311,0.191291,-1.22E-08,-2.74E-07,0.01215
0,0,0,-0.00671725,-0.00194332,0.191291,-2.05E-06,-6.42E-07,0.0121526
0,0,0,-0.00671928,-0.00194501,0.191289,2.16E-05,6.52E-07,0.0121535
0,0,0,-0.0067219,-0.00194363,0.19129,-8.04E-06,1.76E-05,0.0121573
0,0,0,-0.00672246,-0.00194529,0.191291,-1.22E-08,-2.74E-07,0.0121618
0,0,0,-0.00672481,-0.00194582,0.191291,2.33E-07,-4.53E-07,0.0121642
0,0,0,-0.00672753,-0.00194719,0.191289,2.16E-05,6.52E-07,0.0121653
0,0,0,-0.00673015,-0.00194581,0.19129,-8.04E-06,1.76E-05,0.0121691
0,0,0,-0.00673071,-0.00194747,0.191291,-1.22E-08,-2.74E-07,0.0121736
