0,0,0,0,-0,-0
0,0,0,0,-0,-0
0,0,0,-0.00477647,-0.00146705,0.19129
0,0,0,-0.00477647,-0.00146705,0.19129
0,0,0,-0.00477698,-0.00146871,0.191291
0,0,0,-0.00477929,-0.00146922,0.191291
0,0,0,-0.00478198,-0.00147059,0.191289
0,0,0,-0.00478347,-0.0014704,0.191291
0,0,0,-0.00478506,-0.00147085,0.191291
0,0,0,-0.00478737,-0.00147137,0.191291
0,0,0,-0.00479007,-0.00147274,0.191289
0,0,0,-0.00479263,-0.00147134,0.19129
0,0,0,-0.00479314,-0.001473,0.191291
0,0,0,-0.00479545,-0.00147352,0.191291
0,0,0,-0.00479815,-0.00147488,0.191289
0,0,0,-0.00480071,-0.00147349,0.19129
0,0,0,-0.00480123,-0.00147515,0.191291
0,0,0,-0.00480353,-0.00147566,0.191291
0,0,0,-0.00480623,-0.00147703,0.191289
0,0,0,-0.0048088,-0.00147563,0.19129
0,0,0,-0.00480931,-0.00147729,0.191291
0,0,0,-0.00481162,-0.00147781,0.191291
0,0,0,-0.00481431,-0.00147918,0.191289
0,0,0,-0.00481688,-0.00147778,0.19129
0,0,0,-0.0048174,-0.00147946,0.191281
0,0,0,-0.0048197,-0.00147995,0.191291
0,0,0,-0.0048224,-0.00148132,0.191289
0,0,0,-0.00482497,-0.00147993,0.19129
0,0,0,-0.00482548,-0.00148158,0.191291
0,0,0,-0.00482779,-0.0014821,0.191291
0,0,0,-0.00483048,-0.00148347,0.191289
0,0,0,-0.00483305,-0.00148207,0.19129
0,0,0,-0.00483357,-0.00148373,0.191291
0,0,0,-0.00483587,-0.00148425,0.191291
0,0,0,-0.00483857,-0.00148561,0.191289
0,0,0,-0.00484114,-0.00148422,0.19129
0,0,0,-0.00484166,-0.0014859,0.191281
0,0,0,-0.00484396,-0.00148639,0.191291
0,0,0,-0.00484666,-0.00148776,0.191289
0,0,0,-0.00484923,-0.00148636,0.19129
0,0,0,-0.00484974,-0.00148802,0.191291
0,0,0,-0.00485205,-0.00148854,0.191291
0,0,0,-0.00485475,-0.0014899,0.191289
0,0,0,-0.00485732,-0.00148851,0.19129
0,0,0,-0.00485783,-0.00149016,0.191291
0,0,0,-0.00486082,-0.00149037,0.191291
0,0,0,-0.00486284,-0.00149205,0.191289
0,0,0,-0.00486432,-0.00149185,0.191291
0,0,0,-0.00486592,-0.00149231,0.191291
0,0,0,-0.00486823,-0.00149283,0.191291
0,0,0,-0.00487093,-0.00149419,0.191289
0,0,0,-0.0048735,-0.0014928,0.19129
0,0,0,-0.00487401,-0.00149445,0.191291
0,0,0,-0.00487632,-0.00149497,0.191291
0,0,0,-0.00487902,-0.00149634,0.191289
0,0,0,-0.00488159,-0.00149494,0.19129
0,0,0,-0.0048821,-0.0014966,0.191291
0,0,0,-0.00488441,-0.00149711,0.191291
0,0,0,-0.00488711,-0.00149848,0.191289
0,0,0,-0.00488968,-0.00149708,0.19129
0,0,0,-0.00489019,-0.00149874,0.191291
0,0,0,-0.0048925,-0.00149926,0.191291
0,0,0,-0.0048952,-0.00150062,0.191289
0,0,0,-0.00489777,-0.00149923,0.19129
0,0,0,-0.00489829,-0.00150091,0.191281
0,0,0,-0.0049006,-0.0015014,0.191291
0,0,0,-0.0049033,-0.00150277,0.191289
0,0,0,-0.00490587,-0.00150137,0.19129
0,0,0,-0.00490638,-0.00150303,0.191291
0,0,0,-0.00490869,-0.00150354,0.191291
0,0,0,-0.00491139,-0.00150491,0.191289
0,0,0,-0.00491396,-0.00150351,0.19129
0,0,0,-0.00491448,-0.00150517,0.191291
0,0,0,-0.00491747,-0.00150537,0.191291
0,0,0,-0.00491949,-0.00150705,0.191289
0,0,0,-0.00492206,-0.00150566,0.19129
0,0,0,-0.00492258,-0.00150731,0.191291
0,0,0,-0.00492489,-0.00150783,0.191291
0,0,0,-0.00492759,-0.0015092,0.191289
0,0,0,-0.00493016,-0.0015078,0.19129
0,0,0,-0.00493067,-0.00150946,0.191291
0,0,0,-0.00493298,-0.00150997,0.191291
0,0,0,-0.00493568,-0.00151134,0.191289
0,0,0,-0.00493825,-0.00150994,0.19129
0,0,0,-0.00493877,-0.0015116,0.191291
0,0,0,-0.00494108,-0.00151212,0.191291
0,0,0,-0.00494378,-0.00151348,0.191289
0,0,0,-0.00494635,-0.00151208,0.19129
0,0,0,-0.00494687,-0.00151374,0.191291
0,0,0,-0.00494918,-0.00151426,0.191291
0,0,0,-0.00495188,-0.00151562,0.191289
0,0,0,-0.00495445,-0.00151423,0.19129
0,0,0,-0.00495497,-0.00151588,0.191291
0,0,0,-0.00495728,-0.0015164,0.191291
0,0,0,-0.00495998,-0.00151776,0.191289
0,0,0,-0.00496255,-0.00151637,0.19129
0,0,0,-0.00496307,-0.00151803,0.191291
0,0,0,-0.00496538,-0.00151854,0.191291
0,0,0,-0.00496808,-0.00151991,0.191289
0,0,0,-0.00497066,-0.00151851,0.19129
0,0,0,-0.00497118,-0.00152019,0.191281
0,0,0,-0.00497349,-0.00152068,0.191291
0,0,0,-0.00497619,-0.00152205,0.191289
0,0,0,-0.00497876,-0.00152065,0.19129
0,0,0,-0.00497928,-0.00152231,0.191291
0,0,0,-0.00498159,-0.00152282,0.191291
0,0,0,-0.00498429,-0.00152419,0.191289
0,0,0,-0.00498686,-0.00152279,0.19129
0,0,0,-0.00498738,-0.00152445,0.191291
0,0,0,-0.00498969,-0.00152496,0.191291
0,0,0,-0.00499239,-0.00152633,0.191289
0,0,0,-0.00499497,-0.00152493,0.19129
0,0,0,-0.00499549,-0.00152659,0.191291
0,0,0,-0.0049978,-0.0015271,0.191291
0,0,0,-0.0050005,-0.00152847,0.191289
0,0,0,-0.00500307,-0.00152707,0.19129
0,0,0,-0.00500359,-0.00152873,0.191291
0,0,0,-0.0050059,-0.00152924,0.191291
0,0,0,-0.00500861,-0.00153061,0.191289
0,0,0,-0.00501118,-0.00152921,0.19129
0,0,0,-0.0050117,-0.00153087,0.191291
0,0,0,-0.00501401,-0.00153138,0.191291
0,0,0,-0.00501671,-0.00153275,0.191289
0,0,0,-0.00501929,-0.00153135,0.19129
0,0,0,-0.00501981,-0.00153301,0.191291
0,0,0,-0.00502212,-0.00153352,0.191291
0,0,0,-0.00502482,-0.00153489,0.191289
0,0,0,-0.0050274,-0.00153349,0.19129
0,0,0,-0.00502792,-0.00153515,0.191291
0,0,0,-0.00503023,-0.00153566,0.191291
0,0,0,-0.00503293,-0.00153703,0.191289
0,0,0,-0.00503551,-0.00153563,0.19129
0,0,0,-0.00503603,-0.00153729,0.191291
0,0,0,-0.00503834,-0.0015378,0.191291
0,0,0,-0.00504104,-0.00153917,0.191289
0,0,0,-0.00504362,-0.00153777,0.19129
0,0,0,-0.00504414,-0.00153943,0.191291
0,0,0,-0.00504645,-0.00153994,0.191291
0,0,0,-0.00504915,-0.00154131,0.191289
0,0,0,-0.00505065,-0.00154111,0.191291
0,0,0,-0.00505225,-0.00154157,0.191291
0,0,0,-0.00505456,-0.00154208,0.191291
0,0,0,-0.00505698,-0.00154178,0.19129
0,0,0,-0.00505984,-0.00154205,0.19129
0,0,0,-0.00506036,-0.0015437,0.191291
0,0,0,-0.00506268,-0.00154422,0.191291
0,0,0,-0.00506538,-0.00154558,0.191289
0,0,0,-0.00506795,-0.00154419,0.19129
0,0,0,-0.00506847,-0.00154584,0.191291
0,0,0,-0.00507079,-0.00154636,0.191291
0,0,0,-0.00507349,-0.00154772,0.191289
0,0,0,-0.00507607,-0.00154632,0.19129
0,0,0,-0.00507659,-0.00154798,0.191291
0,0,0,-0.0050789,-0.0015485,0.191291
0,0,0,-0.00508161,-0.00154986,0.191289
0,0,0,-0.00508418,-0.00154846,0.19129
0,0,0,-0.0050847,-0.00155012,0.191291
0,0,0,-0.00508702,-0.00155063,0.191291
0,0,0,-0.00508972,-0.001552,0.191289
