xd,yd,zd,x,y,z,phi,the,psi
0,0,0,-0.00018947,-0.00138438,0.191292,-2.68E-06,8.18E-07,-0.000483457
0,0,0,-0.000189739,-0.00139236,0.191289,2.11E-05,-1.29E-08,-0.000489425
0,0,0,-0.000189982,-0.0013974,0.19129,-7.34E-06,-2.15E-08,-0.000494865
0,0,0,-0.000190479,-0.00140424,0.191292,-2.68E-06,8.18E-07,-0.000500128
0,0,0,-0.000190747,-0.00141222,0.191289,2.11E-05,-1.29E-08,-0.000506091
0,0,0,-0.00019099,-0.00141726,0.19129,-7.34E-06,-2.15E-08,-0.000511527
0,0,0,-0.000191487,-0.0014241,0.191292,-2.68E-06,8.18E-07,-0.000516786
0,0,0,-0.000191789,-0.00143006,0.191292,-2.68E-06,8.18E-07,-0.000521781
0,0,0,-0.000191997,-0.00143713,0.19129,-7.34E-06,-2.15E-08,-0.000528177
0,0,0,-0.000192494,-0.00144396,0.191292,-2.68E-06,8.18E-07,-0.000533432
0,0,0,-0.000192763,-0.00145194,0.191289,2.11E-05,-1.29E-08,-0.000539388
0,0,0,-0.000193005,-0.00145699,0.19129,-7.34E-06,-2.15E-08,-0.000544815
0,0,0,-0.000193501,-0.00146383,0.191292,-2.68E-06,8.18E-07,-0.000550066
0,0,0,-0.00019377,-0.00147181,0.191289,2.11E-05,-1.29E-08,-0.000556018
0,0,0,-0.000194011,-0.00147685,0.19129,-7.34E-06,-2.15E-08,-0.000561441
0,0,0,-0.000194508,-0.00148369,0.191292,-2.68E-06,8.18E-07,-0.000566688
0,0,0,-0.000194776,-0.00149167,0.191289,2.11E-05,-1.29E-08,-0.000572636
0,0,0,-0.000195018,-0.00149672,0.19129,-7.34E-06,-2.15E-08,-0.000578056
0,0,0,-0.000195514,-0.00150355,0.191292,-2.68E-06,8.18E-07,-0.000583299
0,0,0,-0.000195782,-0.00151153,0.191289,2.11E-05,-1.29E-08,-0.000589242
0,0,0,-0.000196024,-0.00151658,0.19129,-7.34E-06,-2.15E-08,-0.000594658
0,0,0,-0.00019652,-0.00152341,0.191292,-2.68E-06,8.18E-07,-0.000599897
0,0,0,-0.000196788,-0.0015314,0.191289,2.11E-05,-1.29E-08,-0.000605836
0,0,0,-0.000197224,-0.00153732,0.191292,-2.68E-06,8.18E-07,-0.000611508
0,0,0,-0.000197526,-0.00154328,0.191292,-2.68E-06,8.18E-07,-0.000616483
0,0,0,-0.000197794,-0.00155126,0.191289,2.11E-05,-1.29E-08,-0.000622419
0,0,0,-0.000198035,-0.0015563,0.19129,-7.34E-06,-2.15E-08,-0.000627826
0,0,0,-0.000198531,-0.00156314,0.191292,-2.68E-06,8.18E-07,-0.000633057
0,0,0,-0.000198799,-0.00157112,0.191289,2.11E-05,-1.29E-08,-0.000638989
0,0,0,-0.0001991,-0.00157708,0.191289,2.11E-05,-1.29E-08,-0.000643957
0,0,0,-0.000199536,-0.001583,0.191292,-2.68E-06,8.18E-07,-0.000649619
0,0,0,-0.000199803,-0.00159099,0.191289,2.11E-05,-1.29E-08,-0.000655547
0,0,0,-0.000200044,-0.00159603,0.19129,-7.34E-06,-2.15E-08,-0.000660946
0,0,0,-0.00020054,-0.00160287,0.191292,-2.68E-06,8.18E-07,-0.00066617
0,0,0,-0.000200808,-0.00161085,0.191289,2.11E-05,-1.29E-08,-0.000672093
0,0,0,-0.000201048,-0.0016159,0.19129,-7.34E-06,-2.15E-08,-0.000677488
0,0,0,-0.000201544,-0.00162273,0.191292,-2.68E-06,8.18E-07,-0.000682708
0,0,0,-0.000201812,-0.00163071,0.191289,2.11E-05,-1.29E-08,-0.000688628
0,0,0,-0.000202052,-0.00163576,0.19129,-7.34E-06,-2.15E-08,-0.000694019
0,0,0,-0.000202548,-0.0016426,0.191292,-2.68E-06,8.18E-07,-0.000699234
0,0,0,-0.000202815,-0.00165058,0.191289,2.11E-05,-1.29E-08,-0.00070515
0,0,0,-0.000203056,-0.00165562,0.19129,-7.34E-06,-2.15E-08,-0.000710537
0,0,0,-0.000203551,-0.00166246,0.191292,-2.68E-06,8.18E-07,-0.000715749
0,0,0,-0.000203818,-0.00167044,0.191289,2.11E-05,-1.29E-08,-0.00072166
0,0,0,-0.000204058,-0.00167549,0.19129,-7.34E-06,-2.15E-08,-0.000727043
0,0,0,-0.000204554,-0.00168232,0.191292,-2.68E-06,8.18E-07,-0.000732251
0,0,0,-0.00020476,-0.00168939,0.19129,-7.34E-06,-2.15E-08,-0.000738591
0,0,0,-0.000205061,-0.00169535,0.19129,-7.34E-06,-2.15E-08,-0.000743538
0,0,0,-0.000205556,-0.00170219,0.191292,-2.68E-06,8.18E-07,-0.000748742
0,0,0,-0.000205823,-0.00171017,0.191289,2.11E-05,-1.29E-08,-0.000754645
0,0,0,-0.000206063,-0.00171522,0.19129,-7.34E-06,-2.15E-08,-0.000760021
0,0,0,-0.000206558,-0.00172205,0.191292,-2.68E-06,8.18E-07,-0.00076522
0,0,0,-0.000206825,-0.00173003,0.191289,2.11E-05,-1.29E-08,-0.00077112
0,0,0,-0.000207065,-0.00173508,0.19129,-7.34E-06,-2.15E-08,-0.000776491
0,0,0,-0.00020756,-0.00174192,0.191292,-2.68E-06,8.18E-07,-0.000781687
0,0,0,-0.000207766,-0.00174899,0.19129,-7.34E-06,-2.15E-08,-0.000788014
0,0,0,-0.000208066,-0.00175494,0.19129,-7.34E-06,-2.15E-08,-0.00079295
0,0,0,-0.000208561,-0.00176178,0.191292,-2.68E-06,8.18E-07,-0.000798142
0,0,0,-0.000208828,-0.00176976,0.191289,2.11E-05,-1.29E-08,-0.000804034
0,0,0,-0.000209067,-0.00177481,0.19129,-7.34E-06,-2.15E-08,-0.000809397
0,0,0,-0.000209562,-0.00178165,0.191292,-2.68E-06,8.18E-07,-0.000814585
0,0,0,-0.000209828,-0.00178963,0.191289,2.11E-05,-1.29E-08,-0.000820473
0,0,0,-0.000210068,-0.00179467,0.19129,-7.34E-06,-2.15E-08,-0.000825832
0,0,0,-0.000210562,-0.00180151,0.191292,-2.68E-06,8.18E-07,-0.000831016
0,0,0,-0.000210829,-0.00180949,0.191289,2.11E-05,-1.29E-08,-0.0008369
0,0,0,-0.000211068,-0.00181454,0.19129,-7.34E-06,-2.15E-08,-0.000842255
0,0,0,-0.000211562,-0.00182138,0.191292,-2.68E-06,8.18E-07,-0.000847436
0,0,0,-0.000211829,-0.00182936,0.191289,2.11E-05,-1.29E-08,-0.000853315
0,0,0,-0.000212129,-0.00183532,0.191289,2.11E-05,-1.29E-08,-0.000858238
0,0,0,-0.000212562,-0.00184124,0.191292,-2.68E-06,8.18E-07,-0.000863843
0,0,0,-0.000212828,-0.00184922,0.191289,2.11E-05,-1.29E-08,-0.000869719
0,0,0,-0.000213067,-0.00185427,0.19129,-7.34E-06,-2.15E-08,-0.000875066
0,0,0,-0.000213561,-0.00186111,0.191292,-2.68E-06,8.18E-07,-0.000880238
0,0,0,-0.000213828,-0.00186909,0.191289,2.11E-05,-1.29E-08,-0.00088611
0,0,0,-0.000214066,-0.00187413,0.19129,-7.34E-06,-2.15E-08,-0.000891453
0,0,0,-0.00021456,-0.00188097,0.191292,-2.68E-06,8.18E-07,-0.000896622
